material_row,areal_density_gcm2,thickness_cm,shield_density_gcm3,energy_MeV,n_primaries,mean_edep_lead_MeV,composition
10,9.0,6.52174,1.38,150,1000,88.3069,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.0,6.52174,1.38,175,1000,117.966,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.0,6.52174,1.38,200,1000,141.952,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,5,1000,0.0,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,10,1000,0.0,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,15,1000,0.0,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,20,1000,0.00795153,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,25,1000,0.00133216,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,30,1000,0.0100526,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,40,1000,0.00489965,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,50,1000,0.0211874,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,60,1000,0.0654586,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,75,1000,0.131339,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,90,1000,0.370538,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,100,1000,0.414873,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,110,1000,13.0959,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,125,1000,49.6067,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,140,1000,71.2706,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,150,1000,84.5339,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,175,1000,114.247,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,9.5,6.88406,1.38,200,1000,137.844,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,5,1000,0.0,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,10,1000,0.0,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,15,1000,0.0,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,20,1000,0.000267273,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,25,1000,0.00790285,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,30,1000,0.000545399,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,40,1000,0.0147501,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,50,1000,0.0654124,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,60,1000,0.0526231,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,75,1000,0.265573,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,90,1000,0.297054,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,100,1000,0.348965,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,110,1000,0.749538,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,125,1000,43.1228,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,140,1000,67.4721,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,150,1000,82.0163,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,175,1000,110.467,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
10,10.0,7.24638,1.38,200,1000,136.174,Carbon:0.6;Hydrogen:0.036;Oxygen:0.229;Nitrogen:0.135;Silicon:0;
11,0.5,0.378788,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,15,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,20,1000,0.00895072,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,25,1000,11.6353,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,30,1000,19.4689,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,40,1000,31.951,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,50,1000,43.069,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,60,1000,53.4315,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,75,1000,69.2825,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,90,1000,83.6791,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,100,1000,94.2664,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,110,1000,103.344,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,125,1000,117.688,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,140,1000,129.183,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,150,1000,139.298,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,175,1000,161.016,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,0.5,0.378788,1.32,200,1000,181.805,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,15,1000,0.00298056,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,20,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,25,1000,0.00460501,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,30,1000,0.00802397,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,40,1000,22.2371,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,50,1000,36.1227,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,60,1000,47.7437,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,75,1000,64.5108,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,90,1000,79.4082,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,100,1000,88.6023,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,110,1000,99.5227,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,125,1000,113.676,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,140,1000,128.16,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,150,1000,137.772,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,175,1000,159.165,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.0,0.757576,1.32,200,1000,179.755,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,15,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,20,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,25,1000,0.00447566,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,30,1000,0.000830392,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,40,1000,6.90526,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,50,1000,27.7961,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,60,1000,41.7454,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,75,1000,59.4817,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,90,1000,75.1116,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,100,1000,85.9726,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,110,1000,96.1942,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,125,1000,110.462,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,140,1000,124.464,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,150,1000,133.486,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,175,1000,157.298,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,1.5,1.13636,1.32,200,1000,180.781,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,15,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,20,1000,0.00123275,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,25,1000,0.00780308,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,30,1000,0.010317,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,40,1000,0.00134053,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,50,1000,16.9019,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,60,1000,34.1821,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,75,1000,54.3634,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,90,1000,71.6621,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,100,1000,82.3728,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,110,1000,91.9209,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,125,1000,107.199,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,140,1000,122.206,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,150,1000,131.575,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,175,1000,155.123,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.0,1.51515,1.32,200,1000,178.045,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,10,1000,0.000492841,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,15,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,20,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,25,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,30,1000,0.00408595,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,40,1000,0.0129323,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,50,1000,0.0209325,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,60,1000,26.1089,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,75,1000,48.6593,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,90,1000,66.7437,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,100,1000,78.5387,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,110,1000,88.6636,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,125,1000,104.759,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,140,1000,117.625,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,150,1000,129.108,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,175,1000,151.089,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,2.5,1.89394,1.32,200,1000,172.264,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,15,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,20,1000,0.00729063,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,25,1000,0.000133508,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,30,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,40,1000,0.0114305,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,50,1000,0.0463005,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,60,1000,14.228,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,75,1000,43.0887,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,90,1000,62.0679,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,100,1000,74.265,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,110,1000,84.8805,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,125,1000,101.111,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,140,1000,115.244,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,150,1000,125.772,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,175,1000,148.219,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.0,2.27273,1.32,200,1000,171.795,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,15,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,20,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,25,1000,0.0123294,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,30,1000,0.00999381,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,40,1000,0.0162254,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,50,1000,0.0446372,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,60,1000,0.0530443,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,75,1000,35.8214,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,90,1000,57.1606,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,100,1000,69.5927,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,110,1000,80.6433,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,125,1000,96.7186,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,140,1000,113.221,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,150,1000,123.268,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,175,1000,146.585,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,3.5,2.65152,1.32,200,1000,171.257,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,15,1000,0.00322343,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,20,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,25,1000,0.00396242,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,30,1000,0.00503928,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,40,1000,0.0208462,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,50,1000,0.0256151,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,60,1000,0.145979,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,75,1000,27.4088,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,90,1000,51.7366,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,100,1000,65.9758,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,110,1000,75.9363,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,125,1000,93.9052,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,140,1000,110.674,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,150,1000,118.979,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,175,1000,142.506,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.0,3.0303,1.32,200,1000,168.061,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,5,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,10,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,15,1000,0.0,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,20,1000,0.000635957,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,25,1000,0.000325613,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,30,1000,0.0044544,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,40,1000,0.0126192,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,50,1000,0.0195627,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,60,1000,0.108235,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
11,4.5,3.40909,1.32,75,1000,17.021,Carbon:0.795;Hydrogen:0.042;Oxygen:0.167;Nitrogen:0;Silicon:0;
